,user,1,2,3,4,5,6
3027,0,Reservoir Dogs (1992),Grifters% The (1990),Hoop Dreams (1994),Silence of the Lambs% The (1991),Sling Blade (1996),Dances with Wolves (1990)
3028,1,Bicentennial Man (1999),Mystery Science Theater 3000: The Movie (1996),Toy Story 2 (1999),Wayne's World (1992),Flight of the Navigator (1986),Honey% I Shrunk the Kids (1989)
3029,0,Out of Sight (1998),EDtv (1999),Sling Blade (1996),Notting Hill (1999),Immortal Beloved (1994),Goonies% The (1985)
3030,0,Apostle% The (1997),Truman Show% The (1998),Searching for Bobby Fischer (1993),October Sky (1999),Scent of a Woman (1992),Shine (1996)
3031,1,Funny Farm (1988),Paper% The (1994),Dogma (1999),Do the Right Thing (1989),Rainmaker% The (1997),Waking Ned Devine (1998)
3032,1,Santa Clause% The (1994),Sword in the Stone% The (1963),Princess Bride% The (1987),Highlander (1986),Fantasia (1940),Somewhere in Time (1980)
3033,1,Antz (1998),Raiders of the Lost Ark (1981),Braveheart (1995),Life Is Beautiful (La Vita è bella) (1997),Alien (1979),Fifth Element% The (1997)
3034,0,Austin Powers: The Spy Who Shagged Me (1999),Cider House Rules% The (1999),Elizabeth (1998),Truman Show% The (1998),Apollo 13 (1995),Being John Malkovich (1999)
3035,0,Dead Man Walking (1995),Saving Private Ryan (1998),L.A. Confidential (1997),Boogie Nights (1997),What's Eating Gilbert Grape (1993),Grifters% The (1990)
3036,1,Grapes of Wrath% The (1940),Treasure of the Sierra Madre% The (1948),North by Northwest (1959),Miracle on 34th Street (1947),Dangerous Liaisons (1988),Vertigo (1958)
3037,0,Of Mice and Men (1992),River Runs Through It% A (1992),Searching for Bobby Fischer (1993),Fight Club (1999),Good Will Hunting (1997),Amistad (1997)
3038,0,White Christmas (1954),Terminator 2: Judgment Day (1991),Pi (1998),Breakfast at Tiffany's (1961),Dark City (1998),Cabaret (1972)
3039,0,Gilda (1946),Lifeboat (1944),Ninotchka (1939),Lady Vanishes% The (1938),Out of the Past (1947),He Walked by Night (1948)
3040,0,Total Recall (1990),Twelve Monkeys (1995),Independence Day (ID4) (1996),Sneakers (1992),X-Files: Fight the Future% The (1998),Lost World: Jurassic Park% The (1997)
3041,1,Bone Collector% The (1999),Mission: Impossible 2 (2000),Instinct (1999),Civil Action% A (1998),Babe (1995),High Fidelity (2000)
3042,0,Life Is Beautiful (La Vita è bella) (1997),There's Something About Mary (1998),L.A. Story (1991),Cider House Rules% The (1999),English Patient% The (1996),Waking Ned Devine (1998)
3043,0,Coyote Ugly (2000),Cecil B. Demented (2000),Wonder Boys (2000),Down to You (2000),Small Time Crooks (2000),Adventures of Rocky and Bullwinkle% The (2000)
3044,0,Star Wars: Episode V - The Empire Strikes Back (1980),Big (1988),My Cousin Vinny (1992),Fly% The (1986),Speed (1994),Godfather: Part II% The (1974)
3045,0,GoodFellas (1990),American Beauty (1999),Braveheart (1995),20%000 Leagues Under the Sea (1954),Strangers on a Train (1951),Starman (1984)
3046,0,Eyes Wide Shut (1999),Bone Collector% The (1999),Office Space (1999),She's All That (1999),Rushmore (1998),Bowfinger (1999)
3047,0,Full Metal Jacket (1987),E.T. the Extra-Terrestrial (1982),Predator (1987),Simple Plan% A (1998),Glory (1989),Blues Brothers% The (1980)
3048,1,Jaws (1975),Blade Runner (1982),Stand by Me (1986),E.T. the Extra-Terrestrial (1982),Predator (1987),Men in Black (1997)
3049,0,Breakfast at Tiffany's (1961),Piano% The (1993),Mansfield Park (1999),Jane Eyre (1996),Affair to Remember% An (1957),Romeo and Juliet (1968)
3050,0,Men in Black (1997),Jurassic Park (1993),Abyss% The (1989),Twelve Monkeys (1995),Planet of the Apes (1968),Predator (1987)
3051,1,Long Kiss Goodnight% The (1996),Insider% The (1999),Blair Witch Project% The (1999),Schindler's List (1993),Titan A.E. (2000),Perfect Storm% The (2000)
3052,0,Fly% The (1958),Barbarella (1968),Solaris (Solyaris) (1972),Delicatessen (1991),Princess Mononoke% The (Mononoke Hime) (1997),eXistenZ (1999)
3053,0,Clerks (1994),GoodFellas (1990),Airplane! (1980),Citizen Kane (1941),Shawshank Redemption% The (1994),Schindler's List (1993)
3054,1,Some Folks Call It a Sling Blade (1993),Ideal Husband% An (1999),Red Violin% The (Le Violon rouge) (1998),Hamlet (1996),Piano% The (1993),Bottle Rocket (1996)
3055,0,Scream 3 (2000),Star Trek VI: The Undiscovered Country (1991),Back to the Future (1985),Top Gun (1986),Lethal Weapon 4 (1998),Twister (1996)
3056,1,Speed (1994),Eye of the Beholder (1999),Clear and Present Danger (1994),Dragonheart (1996),Independence Day (ID4) (1996),Blues Brothers% The (1980)
3057,1,GoodFellas (1990),Rushmore (1998),Talented Mr. Ripley% The (1999),Some Folks Call It a Sling Blade (1993),Pleasantville (1998),Cider House Rules% The (1999)
3058,1,Fish Called Wanda% A (1988),Who Framed Roger Rabbit? (1988),Saving Private Ryan (1998),Christmas Story% A (1983),E.T. the Extra-Terrestrial (1982),This Is Spinal Tap (1984)
3059,0,Pulp Fiction (1994),Fargo (1996),One Flew Over the Cuckoo's Nest (1975),GoodFellas (1990),Dead Man Walking (1995),Citizen Kane (1941)
3060,0,Speed (1994),Palmetto (1998),Fugitive% The (1993),Professional% The (a.k.a. Leon: The Professional) (1994),Absolute Power (1997),Simple Plan% A (1998)
3061,0,Matrix% The (1999),Terminator 2: Judgment Day (1991),Titanic (1997),Godfather% The (1972),Godfather: Part II% The (1974),Splash (1984)
3062,0,Cruel Intentions (1999),Eyes Wide Shut (1999),General's Daughter% The (1999),Powder (1995),Entrapment (1999),Double Jeopardy (1999)
3063,0,Aliens (1986),Who Framed Roger Rabbit? (1988),Terminator% The (1984),Close Encounters of the Third Kind (1977),E.T. the Extra-Terrestrial (1982),Wizard of Oz% The (1939)
3064,0,Stuart Little (1999),U-571 (2000),X-Men (2000),What Lies Beneath (2000),Whole Nine Yards% The (2000),Arachnophobia (1990)
3065,1,Searching for Bobby Fischer (1993),Hope Floats (1998),City of Angels (1998),Slums of Beverly Hills% The (1998),Apostle% The (1997),L.A. Confidential (1997)
3066,1,Jerry Maguire (1996),Hamlet (1996),October Sky (1999),Quiz Show (1994),As Good As It Gets (1997),Legends of the Fall (1994)
3067,1,Powder (1995),Dead Calm (1989),Lost World: Jurassic Park% The (1997),GoodFellas (1990),Pi (1998),Perfect World% A (1993)
3068,0,Reservoir Dogs (1992),Pulp Fiction (1994),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),GoodFellas (1990),Seven (Se7en) (1995),Dances with Wolves (1990)
3069,0,Sneakers (1992),Galaxy Quest (1999),Double Jeopardy (1999),Bringing Out the Dead (1999),Dick (1999),Gattaca (1997)
3070,0,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),North by Northwest (1959),Graduate% The (1967),Chinatown (1974),Manchurian Candidate% The (1962),M (1931)
3071,0,Red Violin% The (Le Violon rouge) (1998),Gods and Monsters (1998),Entrapment (1999),Double Jeopardy (1999),Snow Falling on Cedars (1999),Ideal Husband% An (1999)
3072,0,Driving Miss Daisy (1989),Breakfast Club% The (1985),It's a Wonderful Life (1946),E.T. the Extra-Terrestrial (1982),Joy Luck Club% The (1993),Waking Ned Devine (1998)
3073,1,Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode IV - A New Hope (1977),Airplane! (1980),Predator (1987),French Connection% The (1971),Fly% The (1986)
3074,1,Shanghai Noon (2000),Talented Mr. Ripley% The (1999),Election (1999),Babe (1995),GoodFellas (1990),Whole Nine Yards% The (2000)
3075,1,Sixth Sense% The (1999),Babe (1995),Exorcist% The (1973),Nikita (La Femme Nikita) (1990),Manchurian Candidate% The (1962),Some Folks Call It a Sling Blade (1993)
3076,0,Total Recall (1990),Killer% The (Die xue shuang xiong) (1989),Matrix% The (1999),Hurricane% The (1999),Men in Black (1997),Supercop (1992)
3077,1,Twelve Monkeys (1995),Alien: Resurrection (1997),Net% The (1995),Deep Impact (1998),Star Wars: Episode I - The Phantom Menace (1999),Galaxy Quest (1999)
3078,0,Taxi Driver (1976),12 Angry Men (1957),Vertigo (1958),Five Easy Pieces (1970),Hustler% The (1961),French Connection% The (1971)
3079,0,Sixth Sense% The (1999),High Fidelity (2000),Green Mile% The (1999),Babe (1995),Schindler's List (1993),Secrets & Lies (1996)
3080,0,Rosencrantz and Guildenstern Are Dead (1990),Happiness (1998),Citizen Ruth (1996),Thin Blue Line% The (1988),Five Easy Pieces (1970),Christmas Story% A (1983)
3081,1,Watership Down (1978),Galaxy Quest (1999),Christmas Story% A (1983),Starman (1984),Day the Earth Stood Still% The (1951),Indiana Jones and the Last Crusade (1989)
3082,0,Bamba% La (1987),Insider% The (1999),Dead Man Walking (1995),Home Alone (1990),Ghostbusters (1984),Benny & Joon (1993)
3083,0,Predator (1987),Battle for the Planet of the Apes (1973),American Tail: Fievel Goes West% An (1991),Angela's Ashes (1999),Terminator% The (1984),Jurassic Park (1993)
3084,0,Next Friday (1999),Small Time Crooks (2000),What Lies Beneath (2000),Shanghai Noon (2000),Frequency (2000),Gone in 60 Seconds (2000)
3085,0,Shaft (2000),Fugitive% The (1993),What Lies Beneath (2000),Predator (1987),Alien³ (1992),Princess Bride% The (1987)
3086,0,Boys Don't Cry (1999),Rushmore (1998),Snow Falling on Cedars (1999),Girl% Interrupted (1999),Run Lola Run (Lola rennt) (1998),Saving Private Ryan (1998)
3087,1,Indiana Jones and the Temple of Doom (1984),Get Shorty (1995),Mulan (1998),Babe: Pig in the City (1998),Deep Impact (1998),Nightmare Before Christmas% The (1993)
3088,0,Green Mile% The (1999),Dead Man Walking (1995),Titanic (1997),Some Folks Call It a Sling Blade (1993),Sixth Sense% The (1999),Insider% The (1999)
3089,0,Jumanji (1995),Rob Roy (1995),English Patient% The (1996),Indian in the Cupboard% The (1995),Star Trek V: The Final Frontier (1989),Star Trek: Insurrection (1998)
3090,1,Raising Arizona (1987),Who Framed Roger Rabbit? (1988),Monty Python's Life of Brian (1979),Blade Runner (1982),Stand by Me (1986),Christmas Story% A (1983)
3091,0,Princess Bride% The (1987),E.T. the Extra-Terrestrial (1982),Green Mile% The (1999),Terminator 2: Judgment Day (1991),Some Folks Call It a Sling Blade (1993),Reservoir Dogs (1992)
3092,0,E.T. the Extra-Terrestrial (1982),Abyss% The (1989),Princess Bride% The (1987),Men in Black (1997),Night of the Living Dead (1968),Heavy Metal (1981)
3093,0,Everything You Always Wanted to Know About Sex (1972),Fight Club (1999),Duets (2000),Birdy (1984),Verdict% The (1982),Boys Don't Cry (1999)
3094,0,Gattaca (1997),Men in Black (1997),Stuart Little (1999),X-Files: Fight the Future% The (1998),Face/Off (1997),Dark City (1998)
3095,1,Sliding Doors (1998),Airplane! (1980),Butcher's Wife% The (1991),Heathers (1989),MatchMaker% The (1997),You've Got Mail (1998)
3096,0,Guys and Dolls (1955),Close Encounters of the Third Kind (1977),My Fair Lady (1964),Pretty Woman (1990),Predator (1987),Logan's Run (1976)
3097,0,GoodFellas (1990),Keeping the Faith (2000),Sling Blade (1996),Snow Falling on Cedars (1999),Green Mile% The (1999),Seven (Se7en) (1995)
3098,1,Nikita (La Femme Nikita) (1990),Dinosaur (2000),Talented Mr. Ripley% The (1999),Run Lola Run (Lola rennt) (1998),Shaft (2000),Frequency (2000)
3099,0,Airplane! (1980),Lord of the Rings% The (1978),Superman III (1983),Star Trek: The Wrath of Khan (1982),Brazil (1985),Starship Troopers (1997)
3100,0,Schindler's List (1993),Insider% The (1999),Seven (Se7en) (1995),GoodFellas (1990),Some Folks Call It a Sling Blade (1993),Dead Man Walking (1995)
3101,1,Midnight Run (1988),Toy Story 2 (1999),Glory (1989),Jaws (1975),Predator (1987),Return to Oz (1985)
3102,0,Erin Brockovich (2000),Clan of the Cave Bear% The (1986),Bringing Out the Dead (1999),Red Violin% The (Le Violon rouge) (1998),Talented Mr. Ripley% The (1999),Elizabeth (1998)
3103,0,Take the Money and Run (1969),Nikita (La Femme Nikita) (1990),Harold and Maude (1971),Interiors (1978),Angela's Ashes (1999),Stardust Memories (1980)
3104,0,Pulp Fiction (1994),Professional% The (a.k.a. Leon: The Professional) (1994),GoodFellas (1990),Vertigo (1958),Simple Plan% A (1998),Beach% The (2000)
3105,0,Star Trek VI: The Undiscovered Country (1991),Alien Nation (1988),Navigator: A Mediaeval Odyssey% The (1988),Godfather% The (1972),My Science Project (1985),Matrix% The (1999)
3106,0,Shawshank Redemption% The (1994),Keeping the Faith (2000),Grifters% The (1990),Run Lola Run (Lola rennt) (1998),Sling Blade (1996),Return to Me (2000)
3107,0,Dick Tracy (1990),8 Heads in a Duffel Bag (1997),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Clockwork Orange% A (1971),Analyze This (1999),Rocky Horror Picture Show% The (1975)
3108,1,Hurricane% The (1999),Breakdown (1997),Natural Born Killers (1994),Out of Sight (1998),Being There (1979),Blue Velvet (1986)
3109,0,Angela's Ashes (1999),Best in Show (2000),Shanghai Noon (2000),Wonder Boys (2000),Unzipped (1995),Titan A.E. (2000)
3110,1,Rear Window (1954),Twelve Monkeys (1995),Adventures of Robin Hood% The (1938),Lord of the Flies (1963),Grapes of Wrath% The (1940),Dirty Dozen% The (1967)
3111,0,Sister Act (1992),Happy Gilmore (1996),8 Heads in a Duffel Bag (1997),Dirty Work (1998),EDtv (1999),What About Bob? (1991)
3112,0,Insider% The (1999),Grifters% The (1990),Watership Down (1978),Shine (1996),Some Folks Call It a Sling Blade (1993),Reservoir Dogs (1992)
3113,1,Twister (1996),Rock% The (1996),Batman Returns (1992),Bean (1997),Conspiracy Theory (1997),Mask of Zorro% The (1998)
3114,0,Singles (1992),Outside Providence (1999),As Good As It Gets (1997),To Die For (1995),Kingpin (1996),SLC Punk! (1998)
3115,0,Rocketeer% The (1991),Fifth Element% The (1997),Total Recall (1990),Braveheart (1995),Twelve Monkeys (1995),Independence Day (ID4) (1996)
3116,0,Star Wars: Episode I - The Phantom Menace (1999),Indiana Jones and the Last Crusade (1989),Fugitive% The (1993),Back to the Future (1985),Who Framed Roger Rabbit? (1988),Alien (1979)
3117,0,Green Mile% The (1999),Schindler's List (1993),Insider% The (1999),L.A. Confidential (1997),GoodFellas (1990),Being John Malkovich (1999)
3118,1,Saving Private Ryan (1998),F/X (1986),Starman (1984),Star Trek VI: The Undiscovered Country (1991),Starship Troopers (1997),Repo Man (1984)
3119,0,Fifth Element% The (1997),Flight of the Navigator (1986),Jaws (1975),Star Trek: Insurrection (1998),Rocketeer% The (1991),Nutty Professor% The (1996)
3120,0,Double Jeopardy (1999),Sleepy Hollow (1999),Powder (1995),Summer of Sam (1999),End of Days (1999),Stir of Echoes (1999)
3121,0,Last of the Mohicans% The (1992),Pi (1998),Nikita (La Femme Nikita) (1990),In the Mouth of Madness (1995),World Is Not Enough% The (1999),Sneakers (1992)
3122,0,Asphalt Jungle% The (1950),Whole Nine Yards% The (2000),Gilda (1946),Snow Falling on Cedars (1999),Murder% My Sweet (1944),Beach% The (2000)
3123,0,Starman (1984),Adventures of Buckaroo Bonzai Across the 8th Dimension% The (1984),Aliens (1986),Battle for the Planet of the Apes (1973),Bringing Out the Dead (1999),Brazil (1985)
3124,0,Evil Dead II (Dead By Dawn) (1987),Rudy (1993),Any Given Sunday (1999),Matrix% The (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Jurassic Park (1993)
3125,1,Indiana Jones and the Last Crusade (1989),Anna and the King (1999),Life Is Beautiful (La Vita è bella) (1997),Saving Private Ryan (1998),Alive (1993),Sleepless in Seattle (1993)
3126,0,Simple Plan% A (1998),Mariachi% El (1992),Out of Sight (1998),Braveheart (1995),Professional% The (a.k.a. Leon: The Professional) (1994),Nikita (La Femme Nikita) (1990)
3127,0,Wings of the Dove% The (1997),Twelfth Night (1996),Piano% The (1993),Sliding Doors (1998),Fargo (1996),Mrs. Brown (Her Majesty% Mrs. Brown) (1997)
3128,0,But I'm a Cheerleader (1999),Erin Brockovich (2000),Simple Plan% A (1998),Professional% The (a.k.a. Leon: The Professional) (1994),SLC Punk! (1998),Airplane! (1980)
3129,0,Dead Zone% The (1983),Three Amigos! (1986),Christmas Vacation (1989),Rocky V (1990),Big (1988),Fish Called Wanda% A (1988)
3130,1,Sling Blade (1996),Run Lola Run (Lola rennt) (1998),Professional% The (a.k.a. Leon: The Professional) (1994),Sixth Sense% The (1999),Life Is Beautiful (La Vita è bella) (1997),Unforgiven (1992)
3131,0,Picnic at Hanging Rock (1975),Raging Bull (1980),Graduate% The (1967),Dog Day Afternoon (1975),Walkabout (1971),Easy Rider (1969)
3132,0,Whole Nine Yards% The (2000),Snow Day (2000),Rules of Engagement (2000),Mission to Mars (2000),Any Given Sunday (1999),Titan A.E. (2000)
3133,0,Romeo Must Die (2000),What Lies Beneath (2000),Scary Movie (2000),Play it to the Bone (1999),Beach% The (2000),Adventures of Rocky and Bullwinkle% The (2000)
3134,0,Raiders of the Lost Ark (1981),Bringing Out the Dead (1999),Double Jeopardy (1999),Jurassic Park (1993),American Pie (1999),Doors% The (1991)
3135,0,Raging Bull (1980),Nikita (La Femme Nikita) (1990),Unforgiven (1992),Professional% The (a.k.a. Leon: The Professional) (1994),Shawshank Redemption% The (1994),Citizen Kane (1941)
3136,0,Close Encounters of the Third Kind (1977),Blade Runner (1982),Abyss% The (1989),Matrix% The (1999),Princess Bride% The (1987),Fly% The (1986)
3137,0,Bringing Out the Dead (1999),Fight Club (1999),Bowfinger (1999),Pacific Heights (1990),White Squall (1996),Story of Us% The (1999)
3138,1,Lethal Weapon 4 (1998),Good Will Hunting (1997),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Mask% The (1994),Adventures of Milo and Otis% The (1986),Saving Private Ryan (1998)
3139,0,Roger & Me (1989),Star Wars: Episode V - The Empire Strikes Back (1980),Hustler% The (1961),Do the Right Thing (1989),Man for All Seasons% A (1966),Star Wars: Episode IV - A New Hope (1977)
3140,0,Jurassic Park (1993),Saving Private Ryan (1998),In the Line of Fire (1993),2010 (1984),E.T. the Extra-Terrestrial (1982),Escape from New York (1981)
3141,0,Face/Off (1997),Three Musketeers% The (1993),Fugitive% The (1993),Fifth Element% The (1997),Sneakers (1992),Hunt for Red October% The (1990)
3142,0,Player% The (1992),Shakespeare in Love (1998),Hoop Dreams (1994),Simple Plan% A (1998),Raging Bull (1980),Silence of the Lambs% The (1991)
3143,0,Some Folks Call It a Sling Blade (1993),Life Is Beautiful (La Vita è bella) (1997),Saving Private Ryan (1998),Grifters% The (1990),Seven (Se7en) (1995),Sixth Sense% The (1999)
3144,0,Road Trip (2000),Loser (2000),Replacements% The (2000),Big Momma's House (2000),Battlefield Earth (2000),Autumn in New York (2000)
3145,1,Babe (1995),Braveheart (1995),Bug's Life% A (1998),GoodFellas (1990),Wizard of Oz% The (1939),Star Wars: Episode I - The Phantom Menace (1999)
3146,1,Magnum Force (1973),Deer Hunter% The (1978),Shawshank Redemption% The (1994),Good% The Bad and The Ugly% The (1966),GoodFellas (1990),Good Will Hunting (1997)
3147,1,Being John Malkovich (1999),Face/Off (1997),Kingpin (1996),Cruel Intentions (1999),Simple Plan% A (1998),Professional% The (a.k.a. Leon: The Professional) (1994)
3148,0,South Park: Bigger% Longer and Uncut (1999),Sling Blade (1996),Run Lola Run (Lola rennt) (1998),Shakespeare in Love (1998),Pleasantville (1998),Sixth Sense% The (1999)
3149,0,Reindeer Games (2000),Shaft (2000),Space Cowboys (2000),Scary Movie (2000),Nutty Professor II: The Klumps (2000),Gone in 60 Seconds (2000)
3150,0,Detroit Rock City (1999),South Park: Bigger% Longer and Uncut (1999),Pushing Tin (1999),Dick (1999),Man on the Moon (1999),Angela's Ashes (1999)
3151,1,E.T. the Extra-Terrestrial (1982),Men in Black (1997),Princess Bride% The (1987),Mission: Impossible (1996),Patriot Games (1992),Ghostbusters (1984)
3152,0,Flintstones in Viva Rock Vegas% The (2000),Liberty Heights (1999),Boy Who Could Fly% The (1986),Labyrinth (1986),Honey% I Shrunk the Kids (1989),Play it to the Bone (1999)
3153,0,Say Anything... (1989),Clueless (1995),Ferris Bueller's Day Off (1986),Stand by Me (1986),Bull Durham (1988),Airplane! (1980)
3154,1,Creature Comforts (1990),Raiders of the Lost Ark (1981),Who Framed Roger Rabbit? (1988),Jaws (1975),Iron Giant% The (1999),Fargo (1996)
3155,1,Godfather: Part II% The (1974),Aliens (1986),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Clockwork Orange% A (1971),Saving Private Ryan (1998),African Queen% The (1951)
3156,0,Men in Black (1997),Rocketeer% The (1991),Hurricane% The (1999),Lost World: Jurassic Park% The (1997),X-Men (2000),Perfect Storm% The (2000)
3157,1,Who Framed Roger Rabbit? (1988),Untouchables% The (1987),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Jurassic Park (1993),Robocop (1987),Abyss% The (1989)
3158,1,Grand Day Out% A (1992),Misérables% Les (1995),Magnolia (1999),Who Framed Roger Rabbit? (1988),Star Trek: The Motion Picture (1979),Jaws (1975)
3159,0,Raising Arizona (1987),Fast Times at Ridgemont High (1982),Magnolia (1999),Full Metal Jacket (1987),Exotica (1994),Summer of Sam (1999)
3160,1,2001: A Space Odyssey (1968),Raiders of the Lost Ark (1981),Clockwork Orange% A (1971),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Abyss% The (1989),Star Wars: Episode I - The Phantom Menace (1999)
3161,1,Sixth Sense% The (1999),Saving Private Ryan (1998),Babe (1995),Stand by Me (1986),Who Framed Roger Rabbit? (1988),Life Is Beautiful (La Vita è bella) (1997)
3162,0,Ronin (1998),Rush Hour (1998),Ghost and the Darkness% The (1996),Long Kiss Goodnight% The (1996),Siege% The (1998),Breakdown (1997)
3163,1,Adventures of Buckaroo Bonzai Across the 8th Dimension% The (1984),Stargate (1994),What's Eating Gilbert Grape (1993),Rocky Horror Picture Show% The (1975),My Science Project (1985),Dazed and Confused (1993)
3164,0,Fight Club (1999),Arlington Road (1999),Rushmore (1998),Doctor Dolittle (1998),Kingpin (1996),Dick (1999)
3165,0,Battlefield Earth (2000),Pitch Black (2000),Nikita (La Femme Nikita) (1990),Sixth Sense% The (1999),Talented Mr. Ripley% The (1999),Gone in 60 Seconds (2000)
3166,0,Fargo (1996),Silence of the Lambs% The (1991),Shakespeare in Love (1998),Princess Bride% The (1987),Schindler's List (1993),Godfather: Part II% The (1974)
3167,1,Star Wars: Episode V - The Empire Strikes Back (1980),Election (1999),Christmas Story% A (1983),Who Framed Roger Rabbit? (1988),Repo Man (1984),Fugitive% The (1993)
3168,0,Entrapment (1999),Instinct (1999),Stir of Echoes (1999),For Love of the Game (1999),Astronaut's Wife% The (1999),Civil Action% A (1998)
3169,0,Mad Max 2 (a.k.a. The Road Warrior) (1981),Star Trek V: The Final Frontier (1989),Forbidden Planet (1956),Metropolis (1926),Dreamscape (1984),Event Horizon (1997)
3170,1,Full Metal Jacket (1987),Airplane! (1980),Risky Business (1983),Star Wars: Episode IV - A New Hope (1977),Bull Durham (1988),Princess Bride% The (1987)
3171,0,Cape Fear (1962),M (1931),Down by Law (1986),Laura (1944),Treasure of the Sierra Madre% The (1948),Decline of Western Civilization% The (1981)
3172,0,Boogie Nights (1997),Face/Off (1997),Contact (1997),Life Is Beautiful (La Vita è bella) (1997),Sneakers (1992),Dark City (1998)
3173,0,2001: A Space Odyssey (1968),E.T. the Extra-Terrestrial (1982),Abyss% The (1989),Delicatessen (1991),Galaxy Quest (1999),Brother from Another Planet% The (1984)
3174,1,Anna and the King (1999),Ronin (1998),What Dreams May Come (1998),Hunt for Red October% The (1990),Babe (1995),Chicken Run (2000)
3175,0,Dangerous Liaisons (1988),Grifters% The (1990),Reds (1981),Shawshank Redemption% The (1994),Sling Blade (1996),When We Were Kings (1996)
3176,0,Shanghai Noon (2000),Gone in 60 Seconds (2000),Shaft (2000),Frequency (2000),Hollow Man (2000),Reindeer Games (2000)
3177,1,Sling Blade (1996),Pulp Fiction (1994),GoodFellas (1990),American Beauty (1999),Babe (1995),Cider House Rules% The (1999)
3178,0,Predator (1987),Arachnophobia (1990),Stargate (1994),Clockwork Orange% A (1971),Twelve Monkeys (1995),Nineteen Eighty-Four (1984)
3179,0,54 (1998),Cruel Intentions (1999),Kingpin (1996),Doors% The (1991),Detroit Rock City (1999),Eyes Wide Shut (1999)
3180,1,Tommy Boy (1995),Amos & Andrew (1993),Opposite of Sex% The (1998),Wayne's World (1992),Fish Called Wanda% A (1988),Big (1988)
3181,0,M (1931),Manchurian Candidate% The (1962),Strangers on a Train (1951),Vertigo (1958),12 Angry Men (1957),To Kill a Mockingbird (1962)
3182,1,Cool Runnings (1993),Few Good Men% A (1992),Police Academy 4: Citizens on Patrol (1987),Shakespeare in Love (1998),Princess Bride% The (1987),Clue (1985)
3183,0,Titanic (1953),Hang 'em High (1967),Kelly's Heroes (1970),Magnum Force (1973),Star Wars: Episode I - The Phantom Menace (1999),Indiana Jones and the Last Crusade (1989)
3184,0,Leaving Las Vegas (1995),Schindler's List (1993),Some Folks Call It a Sling Blade (1993),Three Colors: Red (1994),Fargo (1996),Boogie Nights (1997)
3185,1,Professional% The (a.k.a. Leon: The Professional) (1994),Reservoir Dogs (1992),Out of Sight (1998),Simple Plan% A (1998),Raising Arizona (1987),Cape Fear (1991)
3186,0,Laura (1944),Asphalt Jungle% The (1950),Gilda (1946),Third Man% The (1949),Shadow of a Doubt (1943),Wrong Man% The (1956)
3187,0,Casablanca (1942),Godfather: Part II% The (1974),Chinatown (1974),2001: A Space Odyssey (1968),Taxi Driver (1976),Dial M for Murder (1954)
3188,0,Cider House Rules% The (1999),Babe (1995),Life Is Beautiful (La Vita è bella) (1997),Talented Mr. Ripley% The (1999),Angela's Ashes (1999),Election (1999)
3189,1,Last Man Standing (1996),Mercury Rising (1998),Milk Money (1994),Speed 2: Cruise Control (1997),Benny & Joon (1993),Full Metal Jacket (1987)
3190,1,Gladiator (2000),Ghostbusters (1984),Braveheart (1995),Stand by Me (1986),Titan A.E. (2000),When Harry Met Sally... (1989)
3191,0,Breakdown (1997),River Wild% The (1994),In the Line of Fire (1993),Cliffhanger (1993),Battlefield Earth (2000),Falling Down (1993)
3192,1,Dazed and Confused (1993),Dark City (1998),Big Lebowski% The (1998),Close Encounters of the Third Kind (1977),Sling Blade (1996),Life Is Beautiful (La Vita è bella) (1997)
3193,0,Sleepers (1996),Red Violin% The (Le Violon rouge) (1998),Rocketeer% The (1991),U Turn (1997),Supernova (2000),Bowfinger (1999)
3194,0,Gladiator (2000),Titan A.E. (2000),Shanghai Noon (2000),Rules of Engagement (2000),Red Violin% The (Le Violon rouge) (1998),Pitch Black (2000)
3195,1,Die Hard (1988),GoodFellas (1990),Babe (1995),Indiana Jones and the Temple of Doom (1984),Dead Man Walking (1995),Big (1988)
3196,1,Jurassic Park (1993),Song of the South (1946),One Crazy Summer (1986),Prancer (1989),Wolf (1994),Doctor Dolittle (1967)
3197,0,Against All Odds (1984),Somewhere in Time (1980),Postino% Il (The Postman) (1994),Nikita (La Femme Nikita) (1990),Much Ado About Nothing (1993),Hard 8 (a.k.a. Sydney% a.k.a. Hard Eight) (1996)
3198,0,Cat People (1982),Little Shop of Horrors% The (1960),Fright Night (1985),Something Wicked This Way Comes (1983),Amityville Horror% The (1979),Near Dark (1987)
3199,1,Galaxy Quest (1999),Legends of the Fall (1994),In the Line of Fire (1993),Get Shorty (1995),Princess Bride% The (1987),Face/Off (1997)
3200,0,Thelma & Louise (1991),Seven (Se7en) (1995),Boogie Nights (1997),Shawshank Redemption% The (1994),Life Is Beautiful (La Vita è bella) (1997),Reservoir Dogs (1992)
